person_id,zone_id,nearest_station_id,walking_distance_m,walking_time_min,price_eur,availability,purpose,choice
1538,30,4,1327.7,16.6,0.75,0.335,study,1
1539,59,28,3694.6,46.18,1.75,0.677,leisure,0
1540,1,19,2304.8,28.81,1,0.79,commute,0
1541,27,21,2488.5,31.11,1.25,0.933,study,0
1542,77,27,352.1,4.4,0.5,0.689,leisure,1
1543,77,27,517.3,6.47,1,0.756,study,0
1544,40,3,1526.4,19.08,2,0.409,leisure,0
1545,35,8,325.9,4.07,1.5,0.575,commute,1
1546,46,21,1291.2,16.14,0.5,0.718,commute,1
1547,46,21,1070.3,13.38,0.75,0.727,shopping,1
1548,57,25,486.1,6.08,1.5,0.677,leisure,0
1549,41,26,1621.7,20.27,1,0.554,commute,1
1550,14,25,1475,18.44,1.5,0.677,commute,0
1551,74,11,408.3,5.1,1.5,0.534,commute,1
1552,45,28,968,12.1,2,0.59,leisure,0
1553,22,20,1188.4,14.85,1.5,0.432,commute,1
1554,4,5,1483,18.54,0.75,0.814,leisure,1
1555,20,4,415.5,5.19,1.5,0.488,study,0
1556,51,15,956.7,11.96,1,0.754,commute,1
1557,3,12,538,6.73,0.75,0.616,leisure,1
1558,5,28,1924.4,24.05,1,0.807,commute,0
1559,74,11,402.6,5.03,1.75,0.794,shopping,1
1560,46,21,1629.9,20.37,1.25,0.912,shopping,0
1561,72,28,1314.4,16.43,1.25,0.569,shopping,1
1562,50,25,1485.3,18.57,1.75,0.626,commute,0
1563,79,28,536.9,6.71,1.75,0.667,commute,1
1564,35,8,352.5,4.41,2,0.711,commute,0
1565,17,3,2272.3,28.4,1,0.428,study,0
1566,17,3,1708,21.35,1.5,0.292,leisure,0
1567,25,10,1521.5,19.02,1.5,0.813,leisure,1
1568,14,25,1168.1,14.6,1,0.802,commute,0
1569,29,24,469.6,5.87,1.5,0.511,commute,0
1570,67,25,1521.2,19.02,1,0.772,shopping,0
1571,17,3,1608.8,20.11,1,0.333,commute,1
1572,35,8,343.1,4.29,1.25,0.538,study,1
1573,22,20,1731.7,21.65,0.75,0.745,study,1
1574,54,14,1292.8,16.16,1.5,0.324,leisure,0
1575,17,3,1597.8,19.97,1.5,0.328,commute,0
1576,8,8,465.9,5.82,2,0.54,leisure,0
1577,54,14,1928.2,24.1,0.5,0.34,study,0
1578,5,28,1898.2,23.73,1,0.788,study,0
1579,66,17,1304.8,16.31,0.75,0.473,study,1
1580,73,23,1952.7,24.41,0.75,0.899,leisure,0
1581,37,30,1812.7,22.66,2,0.386,commute,0
1582,40,3,1468.6,18.36,1.75,0.181,study,0
1583,25,10,1309.6,16.37,1.25,0.861,study,1
1584,39,19,1408.5,17.61,0.5,0.65,shopping,0
1585,59,28,2487.7,31.1,0.75,0.545,commute,1
1586,27,21,1674.4,20.93,0.75,0.755,shopping,0
1587,9,19,973.4,12.17,1,0.752,commute,1
1588,29,24,243.5,3.04,1.5,0.882,commute,1
1589,76,2,430.7,5.38,1.25,0.385,study,0
1590,65,28,837.5,10.47,1,0.809,leisure,0
1591,8,8,263.3,3.29,0.75,0.575,study,1
1592,14,25,1271.5,15.89,1,0.611,shopping,0
1593,51,15,961.7,12.02,0.75,0.412,study,0
1594,78,26,765.7,9.57,0.75,0.585,leisure,1
1595,16,25,1878.3,23.48,1.25,0.648,leisure,0
1596,64,28,481.3,6.02,1.5,0.748,study,1
1597,39,19,1243.3,15.54,1.5,0.654,commute,0
1598,67,25,1222.2,15.28,1.5,0.763,commute,0
1599,62,28,839.2,10.49,1,0.852,study,1
1600,3,12,604.9,7.56,0.5,0.488,commute,0
1601,66,17,1312.9,16.41,1,0.466,study,1
1602,10,11,996,12.45,1,0.675,shopping,0
1603,77,27,545.9,6.82,1.25,0.73,commute,0
1604,8,8,428.5,5.36,0.5,0.607,study,0
1605,3,12,615,7.69,0.75,0.544,study,1
1606,13,1,1386.2,17.33,0.75,0.63,leisure,1
1607,45,28,1338.1,16.73,0.5,0.672,commute,1
1608,34,13,1596.3,19.95,1.25,0.834,commute,0
1609,13,1,1225.6,15.32,0.75,0.599,study,0
1610,65,28,748,9.35,1.75,0.583,commute,0
1611,37,30,2524.9,31.56,1.25,0.533,study,0
1612,15,26,1278.3,15.98,1,0.449,commute,0
1613,6,28,1918.3,23.98,0.75,0.747,commute,0
1614,32,23,1401.2,17.51,0.75,0.68,leisure,0
1615,28,30,346.6,4.33,1,0.513,commute,1
1616,18,21,618.4,7.73,0.75,0.747,commute,1
1617,61,10,700.4,8.75,1.75,0.562,study,0
1618,39,19,1588.4,19.86,0.75,0.583,leisure,1
1619,77,27,392.9,4.91,1.5,0.545,commute,0
1620,28,30,304.9,3.81,1.25,0.561,commute,1
1621,30,4,2019.4,25.24,1.75,0.426,commute,0
1622,40,3,1290.3,16.13,1.25,0.427,commute,0
1623,23,28,761.1,9.51,1.75,0.851,leisure,0
1624,22,20,910.3,11.38,1,0.389,commute,1
1625,24,21,1885.8,23.57,1,0.98,study,0
1626,50,25,1490.2,18.63,1,0.888,commute,1
1627,41,26,1700.4,21.25,0.5,0.558,study,1
1628,24,21,1244.8,15.56,1,0.607,study,0
1629,17,3,1283.5,16.04,0.75,0.245,leisure,1
1630,13,1,898.4,11.23,1,0.66,commute,0
1631,18,21,660.5,8.26,1.75,0.677,leisure,1
1632,22,20,1666.2,20.83,1.25,0.48,commute,0
1633,77,27,415.4,5.19,0.75,0.756,commute,1
1634,14,25,1980.1,24.75,1.5,0.682,commute,0
1635,68,11,221.5,2.77,1.5,0.827,commute,0
1636,46,21,1625.5,20.32,2,0.765,leisure,0
1637,24,21,1950.5,24.38,1.5,0.596,leisure,0
1638,80,26,623,7.79,1.25,0.714,commute,1
1639,56,14,1383,17.29,0.5,0.355,study,0
1640,5,28,1588.6,19.86,2,0.599,leisure,0
1641,16,25,2009.1,25.11,1.5,0.764,study,0
1642,4,5,1501.9,18.77,1.5,0.811,commute,0
1643,2,8,442.9,5.54,1.5,0.724,leisure,1
1644,15,26,1513.3,18.92,1.25,0.545,study,0
1645,24,21,1328.1,16.6,0.5,0.736,commute,0
1646,43,28,1990,24.87,0.5,0.597,study,1
1647,65,28,767.5,9.59,1.75,0.952,commute,1
1648,43,28,2480.4,31.01,1.5,0.786,study,1
1649,62,28,1174.1,14.68,1.25,0.688,study,0
1650,3,12,933.3,11.67,1,0.47,commute,0
1651,54,14,951.8,11.9,1.25,0.339,commute,0
1652,7,26,415.2,5.19,0.75,0.491,commute,1
1653,14,25,1524.4,19.05,1.25,0.546,commute,1
1654,16,25,1339.4,16.74,1.75,0.599,commute,0
1655,40,3,1405.7,17.57,0.5,0.559,leisure,0
1656,30,4,2270.4,28.38,2,0.35,study,0
1657,64,28,244.7,3.06,0.75,0.938,study,1
1658,24,21,1568.5,19.61,1.25,0.98,commute,1
1659,40,3,1041.1,13.01,0.75,0.31,leisure,0
1660,22,20,1077.1,13.46,1,0.313,leisure,1
1661,17,3,1693.4,21.17,1.5,0.405,leisure,0
1662,30,4,2617,32.71,2,0.312,commute,0
1663,17,3,1320.4,16.5,0.75,0.367,leisure,0
1664,60,10,1382.4,17.28,0.75,0.559,shopping,0
1665,74,11,411.2,5.14,1.75,0.544,leisure,0
1666,70,14,1653.1,20.66,1.5,0.431,shopping,0
1667,26,14,350.9,4.39,1.5,0.44,commute,1
1668,11,23,2293.4,28.67,1,0.8,study,0
1669,18,21,544.9,6.81,1,0.827,commute,1
1670,9,19,1086.1,13.58,1,0.837,leisure,1
1671,9,19,1061.3,13.27,1.75,0.733,commute,0
1672,67,25,1840.1,23,0.5,0.689,shopping,1
1673,24,21,1661.8,20.77,1.5,0.756,study,1
1674,76,2,625.1,7.81,1.25,0.542,leisure,1
1675,50,25,1332.9,16.66,1,0.819,commute,0
1676,25,10,1123.8,14.05,1,0.71,leisure,0
1677,27,21,2812.7,35.16,1.75,0.98,study,0
1678,52,2,683,8.54,0.75,0.681,commute,1
1679,38,23,1703.4,21.29,0.75,0.734,leisure,0
1680,28,30,348.8,4.36,1,0.534,commute,1
1681,40,3,1564.6,19.56,1.25,0.297,leisure,0
1682,5,28,1383.1,17.29,1,0.751,leisure,1
1683,58,26,1069.5,13.37,1.5,0.41,shopping,0
1684,26,14,470.5,5.88,0.75,0.608,commute,1
1685,57,25,658.8,8.24,0.5,0.489,commute,0
1686,14,25,1296.1,16.2,1,0.98,study,0
1687,58,26,1243.6,15.55,1.5,0.378,commute,0
1688,45,28,1416.3,17.7,0.75,0.642,leisure,1
1689,6,28,2174.3,27.18,1.5,0.676,leisure,0
1690,26,14,368.5,4.61,1.25,0.467,leisure,1
1691,64,28,356,4.45,1.25,0.779,leisure,1
1692,76,2,375.7,4.7,1,0.535,study,0
1693,64,28,341.7,4.27,0.5,0.799,leisure,1
1694,26,14,436.5,5.46,0.75,0.557,study,0
1695,46,21,1441.4,18.02,1.5,0.577,commute,0
1696,43,28,2174.6,27.18,1.25,0.859,study,1
1697,37,30,2129.3,26.62,2,0.427,commute,0
1698,2,8,284,3.55,0.5,0.928,commute,1
1699,46,21,1610,20.12,1.75,0.907,study,0
1700,77,27,421,5.26,1.5,0.526,leisure,1
1701,9,19,849.4,10.62,0.75,0.946,leisure,1
1702,4,5,1447.6,18.09,1.75,0.901,leisure,0
1703,7,26,347.2,4.34,1,0.48,leisure,0
1704,62,28,778.9,9.74,1,0.736,shopping,1
1705,46,21,1631.2,20.39,1.25,0.781,leisure,1
1706,48,19,723.6,9.04,1.5,0.908,commute,1
1707,29,24,436.6,5.46,1.75,0.675,study,1
1708,71,19,2054.1,25.68,0.5,0.727,commute,0
1709,21,5,1800.9,22.51,1.5,0.7,study,0
1710,5,28,2165.1,27.06,1.25,0.964,commute,0
1711,73,23,1612.9,20.16,1.25,0.893,commute,1
1712,71,19,2297.6,28.72,0.5,0.846,leisure,0
1713,56,14,1175.2,14.69,0.75,0.323,commute,0
1714,40,3,1754,21.93,0.5,0.347,commute,1
1715,17,3,1345.8,16.82,0.75,0.492,shopping,0
1716,56,14,982.9,12.29,1.25,0.382,commute,0
1717,24,21,1498.3,18.73,1.25,0.614,commute,0
1718,9,19,924.7,11.56,1.25,0.802,commute,1
1719,14,25,1782.7,22.28,1.25,0.647,commute,0
1720,80,26,564,7.05,1.5,0.557,study,0
1721,2,8,380.8,4.76,1,0.478,commute,1
1722,77,27,659.7,8.25,0.5,0.951,commute,1
1723,47,19,1709,21.36,0.5,0.868,commute,0
1724,57,25,726,9.08,2,0.605,commute,0
1725,2,8,519.8,6.5,1.5,0.699,study,0
1726,74,11,443.7,5.55,1.25,0.895,leisure,1
1727,24,21,1648,20.6,0.75,0.819,study,1
1728,66,17,1155.1,14.44,1.25,0.618,commute,0
1729,31,12,802.7,10.03,1,0.428,commute,1
1730,15,26,2407.4,30.09,0.75,0.524,shopping,0
1731,60,10,1643.2,20.54,1.75,0.552,leisure,0
1732,46,21,1377.2,17.22,1.5,0.746,study,1
1733,65,28,673.1,8.41,1,0.98,leisure,0
1734,55,10,730.5,9.13,1.25,0.757,leisure,1
1735,16,25,1363.5,17.04,1.5,0.766,leisure,1
1736,11,23,2439,30.49,1.25,0.84,leisure,0
1737,4,5,1805.2,22.57,1,0.583,commute,1
1738,46,21,1466.5,18.33,1.25,0.826,commute,0
1739,64,28,348.2,4.35,0.75,0.792,study,1
1740,67,25,1521.7,19.02,1,0.696,commute,0
1741,6,28,1799.9,22.5,0.5,0.831,study,1
1742,15,26,1143.7,14.3,1.75,0.464,study,0
1743,14,25,1508.3,18.85,1.25,0.649,study,0
1744,80,26,531.7,6.65,1,0.601,study,1
1745,50,25,1489.1,18.61,1,0.659,study,0
1746,26,14,451.1,5.64,1.25,0.409,commute,0
1747,57,25,695.3,8.69,0.5,0.65,leisure,0
1748,20,4,458.5,5.73,1.75,0.533,study,1
1749,56,14,2097.7,26.22,1.25,0.692,commute,1
1750,1,19,1727.6,21.59,0.75,0.736,leisure,0
1751,43,28,3436.1,42.95,1.5,0.653,commute,0
1752,6,28,1853.1,23.16,0.75,0.831,leisure,0
1753,22,20,1183.9,14.8,1.5,0.308,commute,1
1754,35,8,444.4,5.55,0.75,0.67,leisure,1
1755,71,19,1534.7,19.18,2,0.849,leisure,0
1756,13,1,1145.3,14.32,1.25,0.624,commute,1
1757,14,25,1358.3,16.98,2,0.857,commute,0
1758,44,5,1115.7,13.95,1.25,0.895,commute,0
1759,39,19,1240,15.5,1.25,0.682,study,1
1760,31,12,911.4,11.39,1,0.406,leisure,0
1761,24,21,1949.2,24.36,0.75,0.602,study,0
1762,30,4,1606.1,20.08,0.75,0.605,leisure,0
1763,38,23,1693.5,21.17,0.75,0.632,commute,0
1764,40,3,1097.1,13.71,0.5,0.606,leisure,0
1765,11,23,2380.8,29.76,1.5,0.969,study,0
1766,23,28,720.4,9,1.25,0.896,commute,1
1767,27,21,2158.3,26.98,1.25,0.741,commute,0
1768,39,19,1173.9,14.67,0.75,0.815,commute,1
1769,24,21,1822,22.77,0.75,0.642,commute,1
1770,14,25,1262.6,15.78,1,0.652,commute,0
1771,67,25,1298.6,16.23,0.75,0.52,commute,0
1772,42,19,975.6,12.2,0.75,0.777,commute,0
1773,67,25,1753.1,21.91,1,0.853,shopping,0
1774,65,28,643.9,8.05,1.25,0.699,commute,1
1775,80,26,735,9.19,1.25,0.452,commute,1
1776,57,25,800,10,1,0.783,study,0
1777,23,28,850.5,10.63,1,0.876,study,1
1778,12,8,1260.3,15.75,1.25,0.615,study,0
1779,41,26,1690.2,21.13,1.75,0.582,commute,0
1780,59,28,2763.4,34.54,1,0.677,shopping,0
1781,65,28,692,8.65,1,0.962,leisure,1
1782,14,25,1424.5,17.81,1.5,0.788,commute,0
1783,50,25,1946.5,24.33,0.5,0.845,study,1
1784,7,26,310.7,3.88,1,0.761,leisure,1
1785,50,25,1720,21.5,1,0.664,commute,0
1786,31,12,689.6,8.62,1.25,0.691,study,0
1787,34,13,2097.9,26.22,0.5,0.408,commute,0
1788,14,25,1495.1,18.69,1,0.73,commute,1
1789,62,28,628.2,7.85,1,0.898,commute,1
1790,40,3,1222.5,15.28,1.25,0.575,commute,1
1791,26,14,496.2,6.2,1,0.298,study,1
1792,16,25,1601.3,20.02,1,0.641,leisure,1
1793,68,11,122.6,1.53,1,0.898,commute,1
1794,38,23,1756.1,21.95,2,0.896,commute,1
1795,35,8,539.6,6.75,1,0.548,leisure,1
1796,41,26,2251.2,28.14,1.5,0.652,study,0
1797,47,19,1881.8,23.52,0.75,0.812,commute,0
1798,35,8,391.9,4.9,2,0.554,commute,1
1799,10,11,1009,12.61,0.75,0.774,commute,0
1800,40,3,1830.6,22.88,1.75,0.353,leisure,0
1801,44,5,1641.5,20.52,1.5,0.871,study,1
1802,77,27,449,5.61,1,0.707,shopping,1
1803,58,26,964.3,12.05,1,0.673,study,0
1804,17,3,2265.9,28.32,0.75,0.293,leisure,1
1805,18,21,498.4,6.23,2,0.775,study,0
1806,67,25,1061.2,13.27,1.25,0.902,study,0
1807,24,21,2003.9,25.05,1.5,0.706,leisure,0
1808,46,21,1689.4,21.12,1,0.591,shopping,0
1809,57,25,547.6,6.85,1.25,0.842,commute,1
1810,6,28,2668.4,33.36,1.75,0.675,shopping,0
1811,27,21,3263.4,40.79,0.5,0.62,commute,0
1812,56,14,1253.5,15.67,1.75,0.291,commute,0
1813,77,27,473.6,5.92,1,0.87,study,0
1814,10,11,1216.4,15.21,1.75,0.775,commute,1
1815,7,26,433.4,5.42,1.5,0.631,study,1
1816,80,26,613.5,7.67,1.5,0.822,study,0
1817,64,28,265.8,3.32,0.75,0.7,leisure,1
1818,62,28,745.8,9.32,1,0.453,shopping,1
1819,1,19,1501.5,18.77,1.25,0.84,study,1
1820,70,14,1565.8,19.57,1.5,0.242,leisure,0
1821,77,27,413.6,5.17,0.75,0.606,commute,1
1822,18,21,617.9,7.72,1.25,0.688,commute,1
1823,56,14,1411.8,17.65,1.5,0.505,leisure,1
1824,62,28,688.3,8.6,1.25,0.743,study,1
1825,17,3,1488,18.6,1.5,0.433,commute,0
1826,68,11,205.4,2.57,1.5,0.749,study,1
1827,77,27,420.9,5.26,1.5,0.444,commute,0
1828,16,25,1240.8,15.51,1.5,0.76,shopping,0
1829,61,10,827,10.34,1.25,0.797,study,1
1830,58,26,1058.8,13.24,0.75,0.698,leisure,0
1831,80,26,738.5,9.23,1.5,0.882,leisure,1
1832,5,28,1840.7,23.01,0.5,0.457,commute,0
1833,24,21,2518.3,31.48,0.75,0.546,leisure,0
1834,51,15,700,8.75,1.25,0.633,commute,1
1835,54,14,1634.1,20.43,1.25,0.117,commute,0
1836,9,19,870.7,10.88,1.5,0.923,commute,0
1837,67,25,1458,18.23,1.75,0.601,study,1
1838,63,11,429.8,5.37,1,0.687,commute,1
1839,17,3,1585.8,19.82,1.25,0.524,leisure,0
1840,18,21,690.3,8.63,1.5,0.923,leisure,0
1841,78,26,712.8,8.91,0.75,0.564,commute,0
1842,13,1,986.2,12.33,1,0.899,study,0
1843,52,2,411.7,5.15,1,0.378,shopping,1
1844,36,13,1282.9,16.04,2,0.658,shopping,0
1845,19,17,636.2,7.95,1.5,0.565,commute,1
1846,27,21,1966.8,24.59,0.5,0.801,leisure,0
1847,80,26,887.7,11.1,1,0.627,commute,0
1848,28,30,238.3,2.98,1.75,0.67,commute,0
1849,28,30,309.9,3.87,0.5,0.77,leisure,1
1850,39,19,1406.6,17.58,1.75,0.54,leisure,0
1851,40,3,1340,16.75,1.5,0.582,study,0
1852,28,30,266.4,3.33,1.75,0.448,commute,1
1853,52,2,695.8,8.7,1.25,0.295,leisure,0
1854,22,20,1028,12.85,1.25,0.407,commute,1
1855,45,28,1335.9,16.7,1.75,0.766,commute,0
1856,2,8,369.4,4.62,0.5,0.593,leisure,1
1857,38,23,1702.1,21.28,1,0.694,study,0
1858,9,19,1285.8,16.07,0.75,0.719,commute,0
1859,35,8,326.6,4.08,0.75,0.732,study,1
1860,24,21,1996.4,24.95,1.5,0.761,study,0
1861,75,10,1611.4,20.14,0.5,0.697,study,0
1862,52,2,694.4,8.68,1.25,0.243,leisure,1
1863,68,11,237.3,2.97,1,0.98,commute,0
1864,77,27,402.8,5.04,1.75,0.575,study,1
1865,65,28,563.7,7.05,0.5,0.98,shopping,1
1866,17,3,1967.7,24.6,1,0.273,commute,0
1867,40,3,1773.7,22.17,0.5,0.332,study,1
1868,54,14,1486.4,18.58,1.25,0.315,commute,0
1869,43,28,2970.8,37.14,1,0.619,commute,0
1870,7,26,332.2,4.15,1,0.718,study,1
1871,56,14,986.5,12.33,1,0.352,shopping,0
1872,28,30,349.1,4.36,1.5,0.499,commute,1
1873,5,28,1698.8,21.24,1.5,0.674,shopping,0
1874,35,8,326.7,4.08,0.75,0.821,commute,1
1875,23,28,1554.4,19.43,1.75,0.73,leisure,1
1876,28,30,323.6,4.04,1.25,0.702,study,0
1877,17,3,1476.5,18.46,1,0.352,commute,0
1878,46,21,1979.7,24.75,0.5,0.83,study,1
1879,65,28,653.4,8.17,1.5,0.832,leisure,1
1880,48,19,803.5,10.04,1.5,0.945,study,1
1881,14,25,1270.1,15.88,1.25,0.69,study,1
1882,1,19,1503.9,18.8,1.5,0.787,commute,0
1883,7,26,263.9,3.3,1.5,0.644,leisure,1
1884,55,10,1295,16.19,0.75,0.736,commute,0
1885,37,30,1998,24.98,1.25,0.452,leisure,0
1886,62,28,800.5,10.01,1,0.884,commute,1
1887,22,20,1050.8,13.13,1,0.621,commute,1
1888,74,11,427,5.34,2,0.709,leisure,1
1889,37,30,1904.3,23.8,0.75,0.608,shopping,0
1890,54,14,1344.3,16.8,1.5,0.509,study,0
1891,63,11,387.6,4.85,1.25,0.792,leisure,1
1892,50,25,1384.9,17.31,1,0.763,leisure,0
1893,37,30,2099.3,26.24,1.5,0.326,commute,0
1894,14,25,1353.4,16.92,0.5,0.736,leisure,0
1895,31,12,634.2,7.93,1.25,0.459,commute,0
1896,40,3,1596.6,19.96,1.75,0.548,commute,0
1897,67,25,925.4,11.57,1.5,0.943,study,0
1898,23,28,936.1,11.7,1.25,0.896,study,0
1899,67,25,1179.1,14.74,1,0.642,commute,0
1900,55,10,1059,13.24,0.75,0.626,study,0
1901,75,10,1896.6,23.71,1.5,0.676,shopping,0
1902,14,25,1165.4,14.57,1.75,0.863,commute,1
1903,40,3,1265.5,15.82,1.5,0.321,commute,0
1904,5,28,1547.7,19.35,1,0.663,commute,1
1905,76,2,433.1,5.41,0.75,0.536,study,1
1906,50,25,1454,18.18,1,0.757,leisure,1
1907,28,30,284.4,3.56,1,0.269,commute,1
1908,14,25,1505.2,18.81,1,0.865,study,0
1909,18,21,757,9.46,1.5,0.609,study,0
1910,36,13,1362.7,17.03,0.75,0.706,commute,0
1911,24,21,1869.8,23.37,1.5,0.831,shopping,0
1912,43,28,2419.1,30.24,0.75,0.622,study,0
1913,64,28,377,4.71,1.25,0.906,commute,1
1914,40,3,2037.9,25.47,1.25,0.371,shopping,0
1915,35,8,376.6,4.71,1.25,0.707,commute,1
1916,72,28,1457.8,18.22,1.25,0.772,leisure,0
1917,48,19,935,11.69,1,0.784,commute,0
1918,12,8,2251.1,28.14,0.75,0.569,study,0
1919,13,1,948.8,11.86,1.75,0.726,leisure,0
1920,17,3,978.9,12.24,1,0.066,commute,1
1921,12,8,1585.9,19.82,0.75,0.761,study,1
1922,14,25,1313.7,16.42,2,0.717,leisure,0
1923,14,25,1452.1,18.15,1.75,0.86,study,1
1924,24,21,1298.7,16.23,0.75,0.949,commute,0
1925,24,21,1690,21.12,1.75,0.958,commute,0
1926,78,26,929.7,11.62,1.5,0.586,study,0
1927,52,2,555.1,6.94,1.25,0.144,study,0
1928,45,28,1231.1,15.39,0.75,0.846,leisure,1
1929,50,25,1157.5,14.47,1.25,0.658,commute,0
1930,50,25,1935.3,24.19,1.5,0.837,leisure,0
1931,55,10,1002.3,12.53,0.75,0.769,commute,0
1932,68,11,307.1,3.84,0.5,0.665,commute,0
1933,35,8,333.3,4.17,0.5,0.502,study,1
1934,2,8,356.9,4.46,0.75,0.529,shopping,1
1935,25,10,1437.5,17.97,1.75,0.699,commute,0
1936,17,3,1718.1,21.48,1,0.194,commute,0
1937,46,21,1373.6,17.17,0.75,0.874,leisure,0
1938,54,14,987,12.34,1,0.346,leisure,0
1939,67,25,1755.1,21.94,1.75,0.795,commute,0
1940,65,28,589.3,7.37,0.5,0.843,commute,1
1941,3,12,660.4,8.25,1.25,0.433,commute,1
1942,3,12,566.9,7.09,1.5,0.47,commute,1
1943,59,28,2972.6,37.16,1.25,0.695,study,0
1944,19,17,539.4,6.74,0.5,0.355,commute,1
1945,41,26,1798.8,22.49,1,0.44,commute,0
1946,77,27,473.8,5.92,0.75,0.711,commute,0
1947,35,8,451.5,5.64,1,0.768,study,1
1948,11,23,1888.9,23.61,0.75,0.947,leisure,0
1949,43,28,2568.8,32.11,1.25,0.733,commute,0
1950,58,26,849.1,10.61,0.75,0.544,commute,0
1951,62,28,832.1,10.4,1.25,0.582,commute,0
1952,65,28,776.9,9.71,0.75,0.438,commute,1
1953,23,28,769,9.61,1.25,0.71,commute,0
1954,79,28,515.4,6.44,1,0.643,study,1
1955,26,14,300.9,3.76,0.75,0.433,shopping,1
1956,18,21,522.7,6.53,0.75,0.859,shopping,0
1957,65,28,744.7,9.31,0.75,0.487,leisure,1
1958,77,27,384.3,4.8,1.25,0.758,commute,1
1959,73,23,2204,27.55,1.25,0.581,leisure,0
1960,50,25,1302.4,16.28,0.75,0.745,commute,1
1961,72,28,1496.2,18.7,1.75,0.657,commute,1
1962,29,24,327,4.09,1.5,0.656,study,1
1963,58,26,1274.3,15.93,1.75,0.621,commute,0
1964,77,27,503.5,6.29,1.25,0.702,commute,0
1965,66,17,1064.4,13.3,0.75,0.613,leisure,1
1966,6,28,2177.6,27.22,1,0.733,shopping,0
1967,23,28,646.8,8.08,1,0.98,commute,0
1968,65,28,688.2,8.6,0.75,0.647,leisure,0
1969,23,28,702.2,8.78,0.5,0.729,commute,1
1970,40,3,1250,15.62,1.25,0.398,study,0
1971,31,12,818.3,10.23,1.5,0.473,shopping,1
1972,80,26,450.6,5.63,1.25,0.678,shopping,1
1973,12,8,1139.7,14.25,1.5,0.657,leisure,0
1974,18,21,410.1,5.13,0.75,0.906,commute,1
1975,5,28,1769.7,22.12,1,0.754,study,1
1976,43,28,2513.3,31.42,1.75,0.614,study,0
1977,2,8,264.6,3.31,0.5,0.784,shopping,1
1978,18,21,740.3,9.25,1.75,0.847,leisure,0
1979,13,1,1332.8,16.66,1.25,0.662,commute,1
1980,28,30,262,3.27,0.75,0.308,shopping,1
1981,79,28,825.9,10.32,1,0.946,commute,1
1982,77,27,354.1,4.43,0.75,0.715,commute,1
1983,17,3,1704,21.3,0.5,0.229,study,0
1984,43,28,2500.7,31.26,0.5,0.625,leisure,0
1985,46,21,1325.5,16.57,1.25,0.884,commute,0
1986,28,30,339.6,4.25,1,0.447,commute,1
1987,59,28,2145,26.81,1,0.776,commute,0
1988,45,28,1450.9,18.14,0.75,0.843,leisure,0
1989,12,8,1586.9,19.84,2,0.617,commute,0
1990,24,21,2684.9,33.56,0.75,0.794,shopping,0
1991,50,25,1127.6,14.09,1,0.747,leisure,0
1992,40,3,1115.4,13.94,1.25,0.443,leisure,0
1993,29,24,359.6,4.49,1.25,0.602,leisure,0
1994,27,21,1708.7,21.36,1.75,0.747,study,0
1995,29,24,283.8,3.55,1.25,0.829,leisure,1
1996,27,21,2499.8,31.25,1,0.937,commute,0
1997,70,14,1384.2,17.3,1,0.375,commute,0
1998,31,12,683.2,8.54,0.75,0.52,commute,1
1999,32,23,985.6,12.32,1.25,0.963,shopping,1
2000,77,27,441.1,5.51,1.25,0.661,shopping,1
2001,43,28,2882.3,36.03,0.75,0.786,leisure,0
2002,3,12,439.8,5.5,0.5,0.388,study,1
2003,37,30,2632.6,32.91,1.75,0.338,commute,0
2004,23,28,830,10.38,1.25,0.665,commute,0
2005,11,23,1610.9,20.14,1.5,0.593,leisure,0
2006,77,27,464.9,5.81,1.25,0.801,study,0
2007,21,5,2116.2,26.45,2,0.429,leisure,0
2008,17,3,1708.4,21.35,1.25,0.442,commute,0
2009,65,28,538.9,6.74,1.25,0.773,commute,0
2010,57,25,689.8,8.62,0.5,0.764,leisure,1
2011,18,21,456.6,5.71,0.75,0.8,study,1
2012,71,19,2755.7,34.45,1,0.672,commute,0
2013,68,11,229.6,2.87,1,0.928,study,1
2014,16,25,1568,19.6,1.25,0.862,leisure,0
2015,14,25,1907.1,23.84,1.5,0.639,leisure,0
2016,30,4,2348.6,29.36,1.5,0.423,commute,0
2017,25,10,1469.2,18.37,0.75,0.633,study,0
2018,64,28,326.4,4.08,1.25,0.715,leisure,1
2019,79,28,734.2,9.18,1.5,0.684,commute,0
2020,59,28,3591.3,44.89,1,0.568,commute,0
2021,27,21,2081.2,26.01,1,0.643,commute,0
2022,27,21,2716.4,33.96,1,0.895,leisure,1
2023,67,25,1702.3,21.28,1,0.818,commute,0
2024,28,30,345.8,4.32,1.25,0.516,commute,0
2025,47,19,2339.5,29.24,0.75,0.752,leisure,0
2026,60,10,1084.8,13.56,0.75,0.755,shopping,1
2027,39,19,1215.7,15.2,1.25,0.779,study,0
2028,13,1,1138,14.23,0.75,0.845,shopping,0
2029,24,21,1907.5,23.84,1.5,0.694,leisure,0
2030,51,15,639.5,7.99,1,0.781,commute,0
2031,9,19,873.7,10.92,1,0.573,commute,0
2032,18,21,713.4,8.92,0.75,0.63,commute,0
2033,68,11,202.7,2.53,1.5,0.849,leisure,1
2034,8,8,322.1,4.03,2,0.558,leisure,1
2035,40,3,1488.4,18.61,0.5,0.371,commute,0
2036,43,28,2994.2,37.43,1.5,0.952,commute,0
